001E07AF.esd,stNIB-v1_06735,Sotub07g024120
bf_swstxxxx_0062h10.t3m.scf,stNIB-v1_06215,Sotub09g025810
bf_swstxxxx_0063b09.t3m.scf,stNIB-v1_02685,PGSC0003DMG400004530
bf_swstxxxx_0063b11.t3m.scf,stNIB-v1_07054,Sotub12g010820
bf_swstxxxx_0063c10.t3m.scf,stNIB-v1_16976,Sotub09g025710
bf_swstxxxx_0063d03.t3m.scf,stNIB-v1_07838,Sotub03g010400
bf_swstxxxx_0063d09.t3m.scf,stNIB-v1_05039,Sotub01g023560
bf_swstxxxx_0063e05.t3m.scf,stNIB-v1_04453,Sotub12g007650
bf_swstxxxx_0063e11.t3m.scf,stNIB-v1_14552,Sotub01g020970
bf_swstxxxx_0063g06.t3m.scf,stNIB-v1_03596,Sotub01g049050
bf_swstxxxx_0063h05.t3m.scf,stNIB-v1_11557,Sotub03g027050
bf_swstxxxx_0063h07.t3m.scf,stNIB-v1_03042,Sotub04g008520
bf_swstxxxx_0064b01.t3m.scf,stNIB-v1_14391,Sotub04g014660
bf_swstxxxx_0064b05.t3m.scf,stNIB-v1_01525,Sotub03g035590
bf_swstxxxx_0064d12.t3m.scf,stNIB-v1_05708,Sotub06g034320
bf_swstxxxx_0064e08.t3m.scf,stNIB-v1_09790,PGSC0003DMG400033673
bf_swstxxxx_0064e12.t3m.scf,stNIB-v1_08054,Sotub12g027290
bf_swstxxxx_0064g04.t3m.scf,stNIB-v1_03624,Sotub01g016710
bf_swstxxxx_0064g06.t3m.scf,stNIB-v1_11266,Sotub01g041250
bf_swstxxxx_0064h11.t3m.scf,stNIB-v1_34848,bf_swstxxxx_0064h11.t3m.scf
bf_swstxxxx_013b10.t3m.scf,stNIB-v1_15593,Sotub01g043180
bf_swstxxxx_013c09.t3m.scf,stNIB-v1_09341,Sotub05g014420
bf_swstxxxx_013f08.t3m.scf,stNIB-v1_12640,Sotub05g017350
bf_swstxxxx_014d01.t3m.scf,stNIB-v1_16518,Sotub03g014430
bf_swstxxxx_014f12.t3m.scf,stNIB-v1_00595,Sotub11g014800
bf_swstxxxx_015a02.t3m.scf,stNIB-v1_11499,Sotub03g027410
bf_swstxxxx_015h10.t3m.scf,stNIB-v1_11141,Sotub02g031560
bf_swstxxxx_016a01.t3m.scf,stNIB-v1_11818,Sotub01g046460
bf_swstxxxx_016c08.t3m.scf,stNIB-v1_34132,bf_swstxxxx_016c08.t3m.scf
bf_swstxxxx_016e11.t3m.scf,stNIB-v1_05774,Sotub02g025550
bf_swstxxxx_016g05.t3m.scf,stNIB-v1_13995,Sotub09g028540
bf_swstxxxx_016g09.t3m.scf,stNIB-v1_10287,Sotub02g016710
bf_swstxxxx_016h12.t3m.scf,stNIB-v1_07472,Sotub08g006480
cPRO10B11TH,stNIB-v1_12191,Sotub07g007210
cPRO10D3TH,stNIB-v1_08257,Sotub06g024690
cPRO10D9TH,stNIB-v1_09763,Sotub04g025600
cPRO10I12TH,stNIB-v1_10297,Sotub01g019260
cPRO10K18TH,stNIB-v1_15266,Sotub03g013130
cPRO10L10TH,stNIB-v1_11499,Sotub03g027410
cPRO10N24TH,stNIB-v1_12096,Sotub01g046060
cPRO10P19TH,stNIB-v1_02181,Sotub02g027520
cPRO10P2TH,stNIB-v1_08791,Sotub06g007260
cPRO11A5TH,stNIB-v1_02958,Sotub12g024200
cPRO11B10TH,stNIB-v1_08475,Sotub02g024130
cPRO11C12TH,stNIB-v1_10046,Sotub08g005960
cPRO11C5TH,stNIB-v1_02387,Sotub11g006350
cPRO11D16TH,stNIB-v1_13913,Sotub03g022940
cPRO11D5TH,stNIB-v1_14309,PGSC0003DMG400033168
cPRO11E23TH,stNIB-v1_27949,PGSC0003DMG400007583
cPRO11F12TH,stNIB-v1_03430,PGSC0003DMG400005876
cPRO11F1TH,stNIB-v1_09499,Sotub10g020280
cPRO11H5TH,stNIB-v1_01188,Sotub05g024550
cPRO11I23TH,stNIB-v1_05947,Sotub01g040230
cPRO11K17TH,stNIB-v1_13752,Sotub02g029980
cPRO11K9TH,stNIB-v1_16282,Sotub01g047910
cPRO11N23TH,stNIB-v1_01275,Sotub04g028720
cPRO11O16TH,stNIB-v1_00204,Sotub12g009190
cPRO11O21TH,stNIB-v1_12113,PGSC0003DMG400025955
cPRO12A16TH,stNIB-v1_12857,Sotub10g010770
cPRO12A18TH,stNIB-v1_03301,Sotub03g032450
cPRO12F22TH,stNIB-v1_02715,Sotub09g031300
cPRO12G13TH,stNIB-v1_03671,Sotub04g010430
cPRO12H6TH,stNIB-v1_04348,Sotub01g008250
cPRO12H8TH,stNIB-v1_03617,Sotub11g025450
cPRO12J24TH,stNIB-v1_07904,Sotub05g015860
cPRO12L14TH,stNIB-v1_06858,Sotub03g014120
cPRO12L9TH,stNIB-v1_00858,Sotub02g034280
cPRO12N22TH,stNIB-v1_02328,PGSC0003DMG400003877
cPRO12P5TH,stNIB-v1_01985,Sotub01g034090
cPRO13B14TH,stNIB-v1_03686,Sotub08g014880
cPRO13B1TH,stNIB-v1_02983,Sotub12g023900
cPRO13C12TH,stNIB-v1_01785,Sotub12g008750
cPRO13C14TH,stNIB-v1_17266,Sotub08g020560
cPRO13E1TH,stNIB-v1_02247,Sotub04g033990
cPRO13E3TH,stNIB-v1_12136,Sotub01g029270
cPRO13F18TH,stNIB-v1_08369,Sotub11g009390
cPRO13F21TH,stNIB-v1_06936,Sotub12g005740
cPRO13I17TH,stNIB-v1_15183,Sotub10g017220
cPRO13I21TH,stNIB-v1_08878,Sotub09g021110
cPRO13J21TH,stNIB-v1_14695,Sotub07g029330
cPRO13J4TH,stNIB-v1_09279,Sotub06g025790
cPRO13L16TH,stNIB-v1_07278,Sotub07g016080
cPRO13M8TH,stNIB-v1_16218,Sotub01g033170
cPRO13N10TH,stNIB-v1_15845,Sotub04g013440
cPRO14A17TH,stNIB-v1_15515,Sotub01g036570
cPRO14A8TH,stNIB-v1_04023,Sotub07g025440
cPRO14B5TH,stNIB-v1_00038,Sotub01g032590
cPRO14D1TH,stNIB-v1_07760,Sotub01g049630
cPRO14E5TH,stNIB-v1_17175,Sotub08g008750
cPRO14F8TH,stNIB-v1_01125,Sotub08g020040
cPRO14H24TH,stNIB-v1_13254,Sotub12g028600
cPRO14I5TH,stNIB-v1_16389,Sotub02g019580
cPRO14J14TH,stNIB-v1_04806,Sotub12g006120
cPRO14L24TH,stNIB-v1_16354,Sotub02g010250
cPRO14M9TH,stNIB-v1_06162,Sotub07g005560
cPRO15A5TH,stNIB-v1_11589,Sotub03g028650
cPRO15A7TH,stNIB-v1_11545,Sotub03g029130
cPRO15B14TH,stNIB-v1_15206,Sotub11g009620
cPRO15B20TH,stNIB-v1_15208,Sotub11g009980
cPRO15G9TH,stNIB-v1_04466,Sotub03g030880
cPRO15J18TH,stNIB-v1_14337,Sotub01g043210
cPRO15J8TH,stNIB-v1_04345,PGSC0003DMG400007673
cPRO15K14TH,stNIB-v1_15000,Sotub05g022820
cPRO15M12TH,stNIB-v1_14045,Sotub04g033340
cPRO15M1TH,stNIB-v1_13947,Sotub01g006330
cPRO16D2TH,stNIB-v1_02230,Sotub04g034440
cPRO16E17TH,stNIB-v1_07934,Sotub03g023700
cPRO16H6TH,stNIB-v1_08740,Sotub09g014070
cPRO16I5TH,stNIB-v1_06717,Sotub07g024170
cPRO16K6TH,stNIB-v1_05422,Sotub09g017500
cPRO16L13TH,stNIB-v1_12591,Sotub04g012590
cPRO16L2TH,stNIB-v1_02481,Sotub03g024100
cPRO16M16TH,stNIB-v1_15558,Sotub11g029350
cPRO17C16TH,stNIB-v1_10291,Sotub02g016080
cPRO17C5TH,stNIB-v1_15388,Sotub04g011380
cPRO17D18TH,stNIB-v1_26679,cPRO17D18TH
cPRO17D4TH,stNIB-v1_08055,Sotub12g027300
cPRO17D8TH,stNIB-v1_10674,Sotub07g027930
cPRO17H17TH,stNIB-v1_16433,Sotub02g027910
cPRO17I17TH,stNIB-v1_17341,Sotub09g016110
cPRO17O15TH,stNIB-v1_02311,PGSC0003DMG400003855
cPRO17P18TH,stNIB-v1_33382,cPRO17P18TH
cPRO18A21TH,stNIB-v1_25775,cPRO18A21TH
cPRO18F2TH,stNIB-v1_07704,Sotub05g008040
cPRO18F4TH,stNIB-v1_11905,Sotub11g029490
cPRO18K21TH,stNIB-v1_09725,Sotub06g015970
cPRO18K5TH,stNIB-v1_05228,Sotub04g029240
cPRO18M15TH,stNIB-v1_17596,Sotub11g017020
cPRO18P12TH,stNIB-v1_26841,cPRO18P12TH
cPRO19A22TH,stNIB-v1_09814,Sotub03g022470
cPRO19F16TH,stNIB-v1_15764,Sotub10g005150
cPRO19M19TH,stNIB-v1_26749,cPRO19M19TH
cPRO19N2TH,stNIB-v1_05745,Sotub02g011230
cPRO19O11TH,stNIB-v1_33769,cPRO19O11TH
cPRO19P6TH,stNIB-v1_17212,Sotub08g012920
cPRO1B17TH,stNIB-v1_12808,Sotub04g033300
cPRO1C12TH,stNIB-v1_17776,Sotub12g030640
cPRO1C20TH,stNIB-v1_06472,PGSC0003DMG400011881
cPRO1D21TH,stNIB-v1_13518,Sotub04g015840
cPRO1D5TH,stNIB-v1_08669,Sotub04g033100
cPRO1E14TH,stNIB-v1_10537,Sotub10g008750
cPRO1E20TH,stNIB-v1_06325,Sotub12g026400
cPRO1F18TH,stNIB-v1_07605,Sotub03g014380
cPRO1G6TH,stNIB-v1_11583,Sotub03g028500
cPRO1H19TH,stNIB-v1_08911,Sotub06g019440
cPRO1I10TH,stNIB-v1_11261,Sotub11g010880
cPRO1K16TH,stNIB-v1_03112,Sotub01g031770
cPRO1K20TH,stNIB-v1_04878,Sotub01g010090
cPRO1K9TH,stNIB-v1_05672,Sotub02g019370
cPRO1L13TH,stNIB-v1_05889,Sotub01g021760
cPRO1L1TH,stNIB-v1_05943,Sotub04g021480
cPRO1M16TH,stNIB-v1_08658,Sotub12g029910
cPRO1O15TH,stNIB-v1_04779,Sotub07g009030
cPRO1O18TH,stNIB-v1_01295,Sotub02g023410
cPRO1O4TH,stNIB-v1_06716,Sotub07g024180
cPRO1P20TH,stNIB-v1_13745,Sotub02g029680
cPRO20B10TH,stNIB-v1_07083,Sotub06g027150
cPRO20D11TH,stNIB-v1_16523,Sotub09g023160
cPRO20F11TH,stNIB-v1_05729,Sotub04g011690
cPRO20I24TH,stNIB-v1_10592,Sotub11g019740
cPRO20J10TH,stNIB-v1_09657,Sotub01g034820
cPRO20N13TH,stNIB-v1_09015,PGSC0003DMG400017801
cPRO20P11TH,stNIB-v1_17148,Sotub07g026910
cPRO21D4TH,stNIB-v1_03519,Sotub11g012690
cPRO21F16TH,stNIB-v1_17240,Sotub08g016300
cPRO21P18TH,stNIB-v1_17776,Sotub12g030640
cPRO22A22TH,stNIB-v1_03473,Sotub04g005940
cPRO22D22TH,stNIB-v1_17411,Sotub09g031380
cPRO22F21TH,stNIB-v1_14145,Sotub01g006220
cPRO22G24TH,stNIB-v1_01212,Sotub05g006800
cPRO22L12TH,stNIB-v1_04740,Sotub05g027000
cPRO22L16TH,stNIB-v1_01335,Sotub09g012890
cPRO22M21TH,stNIB-v1_10141,PGSC0003DMG400020688
cPRO22M24TH,stNIB-v1_17548,Sotub11g009960
cPRO22O1TH,stNIB-v1_06432,Sotub02g024300
cPRO22P18TH,stNIB-v1_33343,cPRO22P18TH
cPRO22P21TH,stNIB-v1_15006,PGSC0003DMG401007298
cPRO23B18TH,stNIB-v1_13335,Sotub04g006850
cPRO23B9TH,stNIB-v1_27238,cPRO23B9TH
cPRO23D21TH,stNIB-v1_16375,Sotub02g015250
cPRO23F16TH,stNIB-v1_05341,Sotub03g020070
cPRO23H12TH,stNIB-v1_11344,Sotub11g011820
cPRO23H8TH,stNIB-v1_34089,cPRO23H8TH
cPRO23I17TH,stNIB-v1_01890,PGSC0003DMG400003099
cPRO23J21TH,stNIB-v1_09128,Sotub03g025330
cPRO23J9TH,stNIB-v1_10911,Sotub01g021940
cPRO23P24TH,stNIB-v1_02700,Sotub08g018290
cPRO24A13TH,stNIB-v1_13760,Sotub02g030370
cPRO24A3TH,stNIB-v1_07513,Sotub06g025680
cPRO24D10TH,stNIB-v1_02644,Sotub12g032390
cPRO24F13TH,stNIB-v1_14112,Sotub09g023250
cPRO24F1TH,stNIB-v1_16999,Sotub06g022730
cPRO24H8TH,stNIB-v1_03580,Sotub07g018220
cPRO24I15TH,stNIB-v1_12726,Sotub02g025280
cPRO24L17TH,stNIB-v1_15973,Sotub02g034570
cPRO24L21TH,stNIB-v1_08428,Sotub06g017560
cPRO24L22TH,stNIB-v1_17177,Sotub08g009140
cPRO24L9TH,stNIB-v1_01150,Sotub01g028250
cPRO24M23TH,stNIB-v1_10733,Sotub02g022260
cPRO24N20TH,stNIB-v1_09127,Sotub03g025320
cPRO25B20TH,stNIB-v1_15556,Sotub08g019460
cPRO25G2TH,stNIB-v1_05146,Sotub03g033840
cPRO25N20TH,stNIB-v1_05115,Sotub03g034460
cPRO26A7TH,stNIB-v1_00386,Sotub03g017340
cPRO26I14TH,stNIB-v1_02503,Sotub02g021760
cPRO26I17TH,stNIB-v1_13863,Sotub07g008230
cPRO26I4TH,stNIB-v1_12085,Sotub01g045170
cPRO26K2TH,stNIB-v1_03725,Sotub09g024470
cPRO26K6TH,stNIB-v1_01247,Sotub06g021510
cPRO27C4TH,stNIB-v1_01379,Sotub03g028870
cPRO27G18TH,stNIB-v1_01240,Sotub11g010910
cPRO27H18TH,stNIB-v1_05107,Sotub01g040770
cPRO27H21TH,stNIB-v1_16676,Sotub04g016180
cPRO27H2TH,stNIB-v1_11589,Sotub03g028650
cPRO27I11TH,stNIB-v1_11261,Sotub11g010880
cPRO27L14TH,stNIB-v1_04579,Sotub11g025970
cPRO27N4TH,stNIB-v1_09538,Sotub09g012120
cPRO27N6TH,stNIB-v1_02143,Sotub10g011290
cPRO28C3TH,stNIB-v1_11150,Sotub05g029040
cPRO28H1TH,stNIB-v1_11606,Sotub09g023320
cPRO28L16TH,stNIB-v1_05941,Sotub06g007440
cPRO28N10TH,stNIB-v1_02187,Sotub02g028070
cPRO28O14TH,stNIB-v1_05762,Sotub03g016510
cPRO28O1TH,stNIB-v1_07605,Sotub03g014380
cPRO29C2TH,stNIB-v1_12059,Sotub01g045840
cPRO29E18TH,stNIB-v1_08713,Sotub12g017610
cPRO29E1TH,stNIB-v1_00603,Sotub11g014590
cPRO29G15TH,stNIB-v1_02298,Sotub06g008250
cPRO29N14TH,stNIB-v1_14575,Sotub05g019170
cPRO29O6TH,stNIB-v1_06124,Sotub07g005770
cPRO29P20TH,stNIB-v1_12347,Sotub06g022450
cPRO29P5TH,stNIB-v1_15391,Sotub04g011410
cPRO2A16TH,stNIB-v1_06271,Sotub01g039780
cPRO2B17TH,stNIB-v1_04672,Sotub02g017180
cPRO2C24TH,stNIB-v1_11845,Sotub08g010470
cPRO2D11TH,stNIB-v1_05310,Sotub03g012220
cPRO2D3TH,stNIB-v1_15221,Sotub06g022920
cPRO2E23TH,stNIB-v1_11305,Sotub02g009820
cPRO2E7TH,stNIB-v1_13069,Sotub12g021850
cPRO2F9TH,stNIB-v1_03245,Sotub02g037690
cPRO2G10TH,stNIB-v1_13086,Sotub11g005340
cPRO2K7TH,stNIB-v1_07219,Sotub06g016970
cPRO2L10TH,stNIB-v1_15151,Sotub03g006080
cPRO2M24TH,stNIB-v1_06953,Sotub07g028950
cPRO2M6TH,stNIB-v1_10330,Sotub10g007500
cPRO2O4TH,stNIB-v1_01314,Sotub01g021400
cPRO30G11TH,stNIB-v1_07891,Sotub05g016260
cPRO30I22TH,stNIB-v1_16774,Sotub04g029630
cPRO30K22TH,stNIB-v1_05428,Sotub09g005480
cPRO30M23TH,stNIB-v1_07890,Sotub04g017910
cPRO30M5TH,stNIB-v1_03794,Sotub11g029540
cPRO31A18TH,stNIB-v1_06293,Sotub01g034940
cPRO31D11TH,stNIB-v1_07782,Sotub01g010220
cPRO31E12TH,stNIB-v1_16324,Sotub02g007070
cPRO31E4TH,stNIB-v1_14904,Sotub09g011210
cPRO31F23TH,stNIB-v1_11738,Sotub02g031070
cPRO31H2TH,stNIB-v1_16181,Sotub01g026120
cPRO31K12TH,stNIB-v1_00824,Sotub01g027410
cPRO31L13TH,stNIB-v1_14145,Sotub01g006220
cPRO31N10TH,stNIB-v1_06813,Sotub02g036540
cPRO32B4TH,stNIB-v1_00493,Sotub01g047020
cPRO32C11TH,stNIB-v1_03817,Sotub04g025660
cPRO32D2TH,stNIB-v1_02260,Sotub04g034320
cPRO32E15TH,stNIB-v1_12181,Sotub06g024580
cPRO32G15TH,stNIB-v1_33544,cPRO32G15TH
cPRO32J15TH,stNIB-v1_11381,Sotub12g009360
cPRO32L15TH,stNIB-v1_08298,PGSC0003DMG400016066
cPRO32L20TH,stNIB-v1_14265,Sotub06g026970
cPRO32N11TH,stNIB-v1_14292,Sotub06g026860
cPRO32O9TH,stNIB-v1_00899,Sotub07g008110
cPRO33B12TH,stNIB-v1_09053,Sotub06g007530
cPRO33D4TH,stNIB-v1_12640,Sotub05g017350
cPRO33K19TH,stNIB-v1_15418,Sotub03g028920
cPRO33K6TH,stNIB-v1_08280,Sotub05g024690
cPRO34K1TH,stNIB-v1_07960,Sotub06g029230
cPRO34K5TH,stNIB-v1_05709,Sotub09g019550
cPRO34K8TH,stNIB-v1_16609,Sotub03g034380
cPRO34M12TH,stNIB-v1_00126,Sotub10g010140
cPRO34M20TH,stNIB-v1_05438,Sotub07g014680
cPRO34M6TH,stNIB-v1_00794,Sotub08g018010
cPRO34M9TH,stNIB-v1_16345,Sotub02g016830
cPRO3B5TH,stNIB-v1_07228,Sotub03g005980
cPRO3C14TH,stNIB-v1_06682,Sotub06g009110
cPRO3C16TH,stNIB-v1_01342,Sotub09g012780
cPRO3C4TH,stNIB-v1_00157,Sotub01g033590
cPRO3C7TH,stNIB-v1_10233,Sotub03g016520
cPRO3D18TH,stNIB-v1_07168,Sotub11g007140
cPRO3E12TH,stNIB-v1_12208,Sotub07g021170
cPRO3E17TH,stNIB-v1_07169,Sotub04g012770
cPRO3E18TH,stNIB-v1_15481,Sotub05g025380
cPRO3G3TH,stNIB-v1_11188,Sotub04g011580
cPRO3H15TH,stNIB-v1_15089,Sotub01g043290
cPRO3H16TH,stNIB-v1_08675,PGSC0003DMG400016908
cPRO3H9TH,stNIB-v1_14838,Sotub01g033040
cPRO3J9TH,stNIB-v1_06857,Sotub02g029090
cPRO3L9TH,stNIB-v1_16519,Sotub03g022110
cPRO3M5TH,stNIB-v1_08421,Sotub06g017000
cPRO3M9TH,stNIB-v1_13174,Sotub01g027420
cPRO3N8TH,stNIB-v1_17370,Sotub09g022140
cPRO3O22TH,stNIB-v1_17036,Sotub06g033840
cPRO3P16TH,stNIB-v1_27961,Sotub06g027770
cPRO4A15TH,stNIB-v1_08839,Sotub10g007410
cPRO4A3TH,stNIB-v1_11819,Sotub01g046490
cPRO4B15TH,stNIB-v1_10711,Sotub02g022120
cPRO4C17TH,stNIB-v1_13407,Sotub02g020850
cPRO4C22TH,stNIB-v1_09637,Sotub10g010360
cPRO4C9TH,stNIB-v1_00002,Sotub01g031050
cPRO4D13TH,stNIB-v1_10978,Sotub04g022950
cPRO4D18TH,stNIB-v1_09798,Sotub05g021110
cPRO4H14TH,stNIB-v1_12181,Sotub06g024580
cPRO4J16TH,stNIB-v1_09987,Sotub09g011610
cPRO4K9TH,stNIB-v1_10803,Sotub03g009070
cPRO4L16TH,stNIB-v1_05946,Sotub04g017960
cPRO4M17TH,stNIB-v1_16204,Sotub01g030240
cPRO4N20TH,stNIB-v1_04087,Sotub11g025940
cPRO4O16TH,stNIB-v1_09022,Sotub10g011850
cPRO4O21TH,stNIB-v1_11829,Sotub01g046590
cPRO4P15TH,stNIB-v1_00973,Sotub02g026180
cPRO4P4TH,stNIB-v1_13606,Sotub06g032650
cPRO5C11TH,stNIB-v1_03421,Sotub08g009030
cPRO5C14TH,stNIB-v1_00265,Sotub11g023720
cPRO5C15TH,stNIB-v1_10325,Sotub10g008160
cPRO5C16TH,stNIB-v1_05889,Sotub01g021760
cPRO5C19TH,stNIB-v1_14492,PGSC0003DMG400043810
cPRO5C22TH,stNIB-v1_01037,Sotub06g020130
cPRO5C2TH,stNIB-v1_13620,Sotub06g033020
cPRO5D15TH,stNIB-v1_16444,Sotub02g031720
cPRO5D18TH,stNIB-v1_03118,Sotub03g036190
cPRO5E10TH,stNIB-v1_17259,Sotub11g027500
cPRO5E2TH,stNIB-v1_07209,Sotub03g005300
cPRO5I5TH,stNIB-v1_11457,Sotub12g011990
cPRO5I6TH,stNIB-v1_11454,PGSC0003DMG400024320
cPRO5J21TH,stNIB-v1_00985,Sotub02g026530
cPRO5J5TH,stNIB-v1_11457,Sotub12g011990
cPRO5L10TH,stNIB-v1_11457,Sotub12g011990
cPRO5L20TH,stNIB-v1_11761,PGSC0003DMG400025011
cPRO5M12TH,stNIB-v1_01881,Sotub02g017550
cPRO5N4TH,stNIB-v1_08226,Sotub06g008090
cPRO6A12TH,stNIB-v1_00773,Sotub02g034940
cPRO6A18TH,stNIB-v1_00060,Sotub01g033130
cPRO6A22TH,stNIB-v1_06997,Sotub05g007680
cPRO6A4TH,stNIB-v1_00930,Sotub02g012790
cPRO6C1TH,stNIB-v1_03645,Sotub06g008670
cPRO6C2TH,stNIB-v1_06219,Sotub01g021030
cPRO6C6TH,stNIB-v1_01223,Sotub08g020330
cPRO6E16TH,stNIB-v1_00748,Sotub02g012430
cPRO6E4TH,stNIB-v1_03737,Sotub11g008130
cPRO6G2TH,stNIB-v1_01128,Sotub01g027880
cPRO6G5TH,stNIB-v1_14057,PGSC0003DMG400031701
cPRO6G7TH,stNIB-v1_05492,Sotub04g034790
cPRO6G9TH,stNIB-v1_08017,Sotub12g006050
cPRO6I20TH,stNIB-v1_02972,Sotub08g009730
cPRO6I21TH,stNIB-v1_08604,Sotub02g024430
cPRO6I5TH,stNIB-v1_33414,cPRO6I5TH
cPRO6K15TH,stNIB-v1_27731,cPRO6K15TH
cPRO6M8TH,stNIB-v1_15946,Sotub04g007820
cPRO6O16TH,stNIB-v1_05817,Sotub04g020190
cPRO6O17TH,stNIB-v1_08252,Sotub10g018830
cPRO6O6TH,stNIB-v1_02629,Sotub09g015970
cPRO7A1TH,stNIB-v1_01807,Sotub11g023990
cPRO7C15TH,stNIB-v1_10231,Sotub08g008760
cPRO7D7TH,stNIB-v1_12545,Sotub11g020970
cPRO7F2TH,stNIB-v1_17664,Sotub11g030250
cPRO7G1TH,stNIB-v1_07675,Sotub08g018420
cPRO7H7TH,stNIB-v1_11410,Sotub06g012350
cPRO7I4TH,stNIB-v1_15020,PGSC0003DMG401007748
cPRO7L13TH,stNIB-v1_04479,Sotub04g031620
cPRO7L22TH,stNIB-v1_05050,Sotub01g023860
cPRO7M12TH,stNIB-v1_17055,Sotub07g008020
cPRO7M15TH,stNIB-v1_00308,Sotub11g024190
cPRO7N3TH,stNIB-v1_01856,Sotub08g026620
cPRO8A8TH,stNIB-v1_15842,Sotub12g010680
cPRO8D12TH,stNIB-v1_01129,Sotub01g027960
cPRO8E18TH,stNIB-v1_13334,Sotub04g006840
cPRO8F11TH,stNIB-v1_13086,Sotub11g005340
cPRO8G11TH,stNIB-v1_07878,Sotub04g013400
cPRO8G23TH,stNIB-v1_00288,Sotub02g019250
cPRO8I21TH,stNIB-v1_03893,Sotub01g024940
cPRO8K5TH,stNIB-v1_02555,Sotub12g032950
cPRO8L12TH,stNIB-v1_11706,Sotub01g040350
cPRO8L22TH,stNIB-v1_09464,PGSC0003DMG400018967
cPRO8M1TH,stNIB-v1_02837,Sotub08g024100
cPRO8O12TH,stNIB-v1_02464,Sotub07g010520
cPRO9A7TH,stNIB-v1_06782,Sotub01g042150
cPRO9J20TH,stNIB-v1_08774,Sotub09g026240
cPRO9L8TH,stNIB-v1_01248,Sotub11g011200
cPRO9O19TH,stNIB-v1_27842,PGSC0003DMG400028222
cPRO9P2TH,stNIB-v1_05446,Sotub04g034820
cSTA10C20TH,stNIB-v1_11068,Sotub04g021610
cSTA10C8TH,stNIB-v1_35024,cSTA10C8TH
cSTA10D18TH,stNIB-v1_14534,Sotub09g007810
cSTA10D21TH,stNIB-v1_34522,cSTA10D21TH
cSTA10E22TH,stNIB-v1_13171,Sotub07g019390
cSTA10H22TH,stNIB-v1_02333,Sotub09g007670
cSTA10H2TH,stNIB-v1_02909,Sotub06g022250
cSTA10J6TH,stNIB-v1_09735,Sotub11g025190
cSTA10K10TH,stNIB-v1_13391,Sotub09g028260
cSTA10K12TH,stNIB-v1_03446,Sotub06g030140
cSTA10K23TH,stNIB-v1_06181,Sotub10g006390
cSTA10M17TH,stNIB-v1_02258,Sotub04g034280
cSTA10M19TH,stNIB-v1_15967,Sotub09g029870
cSTA10M1TH,stNIB-v1_06372,Sotub05g024920
cSTA10P9TH,stNIB-v1_01574,Sotub03g035210
cSTA11A21TH,stNIB-v1_03355,Sotub03g032190
cSTA11C1TH,stNIB-v1_13470,PGSC0003DMG400029873
cSTA11D10TH,stNIB-v1_05870,Sotub04g030750
cSTA11E11TH,stNIB-v1_14600,Sotub11g010340
cSTA11E5TH,stNIB-v1_11749,Sotub01g044870
cSTA11H10TH,stNIB-v1_08576,Sotub02g029630
cSTA11H1TH,stNIB-v1_12824,Sotub09g006710
cSTA11H3TH,stNIB-v1_13286,Sotub12g028940
cSTA11I20TH,stNIB-v1_08088,Sotub02g010360
cSTA11K20TH,stNIB-v1_16313,Sotub02g006160
cSTA11L20TH,stNIB-v1_01763,Sotub07g016060
cSTA12B11TH,stNIB-v1_06561,Sotub08g027100
cSTA12B7TH,stNIB-v1_06925,Sotub02g020990
cSTA12F14TH,stNIB-v1_07700,Sotub05g007930
cSTA12F22TH,stNIB-v1_01529,Sotub03g035740
cSTA12G16TH,stNIB-v1_11912,Sotub06g010910
cSTA12H21TH,stNIB-v1_00684,Sotub12g010500
cSTA12I20TH,stNIB-v1_14778,Sotub10g015890
cSTA12J10TH,stNIB-v1_15927,Sotub06g035290
cSTA12J18TH,stNIB-v1_10954,Sotub02g019920
cSTA12K20TH,stNIB-v1_13917,Sotub11g012590
cSTA12L21TH,stNIB-v1_15608,Sotub08g006950
cSTA12M1TH,stNIB-v1_12930,Sotub10g026510
cSTA12N11TH,stNIB-v1_03413,Sotub08g027370
cSTA12N20TH,stNIB-v1_00723,Sotub02g035600
cSTA13C5TH,stNIB-v1_03681,Sotub04g010530
cSTA13C7TH,stNIB-v1_07499,Sotub03g031120
cSTA13E20TH,stNIB-v1_02065,Sotub12g029680
cSTA13G3TH,stNIB-v1_14120,PGSC0003DMG400031894
cSTA13G4TH,stNIB-v1_05391,Sotub11g008060
cSTA13I7TH,stNIB-v1_17052,Sotub07g007750
cSTA13J24TH,stNIB-v1_02256,Sotub04g034220
cSTA13J7TH,stNIB-v1_10736,Sotub02g022150
cSTA13K13TH,stNIB-v1_07038,Sotub05g026790
cSTA13M13TH,stNIB-v1_10149,Sotub01g040050
cSTA13M15TH,stNIB-v1_11035,Sotub04g026250
cSTA13O14TH,stNIB-v1_03473,Sotub04g005940
cSTA13O8TH,stNIB-v1_15673,Sotub04g005930
cSTA14A13TH,stNIB-v1_04164,Sotub06g007690
cSTA14A18TH,stNIB-v1_17105,Sotub12g010310
cSTA14A21TH,stNIB-v1_01029,Sotub01g048670
cSTA14A7TH,stNIB-v1_09410,Sotub04g026460
cSTA14B16TH,stNIB-v1_12372,Sotub06g021130
cSTA14C5TH,stNIB-v1_08749,PGSC0003DMG400017127
cSTA14C9TH,stNIB-v1_02659,Sotub08g006820
cSTA14E13TH,stNIB-v1_11403,Sotub02g010880
